title,date,severity,summary,link,year
"Path Traversal in Asset ""import from server"" option",2023-04-27 23:09:03+00:00,Moderate,"CVE-2023-2336was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-hg77-vx9v-f49x,2023
Cross-site Scripting (XSS) in Conditions tab of Pricing Rules,2023-04-27 22:34:22+00:00,Moderate,"CVE-2023-2332was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-r7mm-jx6h-hv7m,2023
Lightbend Alpakka Kafka logs credentials on debug level,2023-04-27 21:30:26+00:00,Moderate,"CVE-2023-29471was published
                        forcom.typesafe.akka:akka-stream-kafka(Maven)Apr 27, 2023",https://github.com/advisories/GHSA-55vq-xpjf-r2xc,2023
Cross-site Scripting (XSS) in DataObjects QuantityValue Unit Definition,2023-04-27 19:37:45+00:00,Moderate,"CVE-2023-2328was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-2295-vh28-pphc,2023
Cross-site Scripting (XSS) in pimcore via DataObject Class date fields,2023-04-27 19:37:24+00:00,Moderate,"CVE-2023-2327was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-x9xj-pqmv-8jf7,2023
Cross-site Scripting (XSS) in Ecommerce Pricing Rules name field,2023-04-27 19:36:45+00:00,Moderate,"CVE-2023-2323was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-cjv6-w5hf-5wr6,2023
Cross-site Scripting (XSS) in Document Properties Parameter,2023-04-27 19:36:17+00:00,Moderate,"CVE-2023-2322was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-476g-v7hf-cw5m,2023
SQL Injection in AssetController,2023-04-27 17:15:18+00:00,High,"CVE-2023-2338was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-4x35-vr82-xvj6,2023
Cross-site Scripting (XSS) in Website Settings name field,2023-04-27 17:13:37+00:00,Moderate,"CVE-2023-2342was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-2c67-p4xh-m34w,2023
Cross-site Scripting (XSS) in Admin Login too many attempts notice,2023-04-27 17:12:46+00:00,Moderate,"CVE-2023-2341was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-fq95-rx4q-qgg2,2023
Cross-site Scripting (XSS) in DataObject Classification Store,2023-04-27 17:11:55+00:00,Moderate,"CVE-2023-2343was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-9q7q-r54q-3f3g,2023
SQL Injection in Admin Translations API,2023-04-27 17:11:21+00:00,High,"CVE-2023-30850was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-jwg4-qcgv-5wg6,2023
SQL Injection in Translation Export API,2023-04-27 17:10:49+00:00,High,"CVE-2023-30849was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-xmg8-w465-mr56,2023
SQL Injection in Admin Search Find API,2023-04-27 17:09:50+00:00,High,"CVE-2023-30848was published
                        forpimcore/pimcore(Composer)Apr 27, 2023",https://github.com/advisories/GHSA-6mhm-gcpf-5gr8,2023
Undefined Behavior in Rust runtime functions,2023-04-27 17:08:37+00:00,Low,"CVE-2023-30624was published
                        forwasmtime(Rust)Apr 27, 2023",https://github.com/advisories/GHSA-ch89-5g45-qwc7,2023
Remote code execution in JFinal CMS,2023-04-27 15:30:44+00:00,Critical,"CVE-2023-30349was published
                        forcom.jflyfox:jflyfox_jfinal(Maven)Apr 27, 2023",https://github.com/advisories/GHSA-8qhm-ch8h-xgjr,2023
Potential leak of authentication data to 3rd parties,2023-04-27 14:02:11+00:00,Critical,"CVE-2023-30846was published
                        fortyped-rest-client(npm)Apr 27, 2023",https://github.com/advisories/GHSA-558p-m34m-vpmq,2023
Cross Site Scripting (XSS) in Serenity,2023-04-27 03:30:23+00:00,Moderate,"CVE-2023-31285was published
                        forSerenity.Net.Core(NuGet)Apr 27, 2023",https://github.com/advisories/GHSA-93h6-wx7r-mgfp,2023
User account enumeration in Serenity,2023-04-27 03:30:23+00:00,Moderate,"CVE-2023-31286was published
                        forSerenity.Net.Core(NuGet)Apr 27, 2023",https://github.com/advisories/GHSA-w7jm-9x4m-8qc3,2023
Insufficient token expiration in Serenity,2023-04-27 03:30:23+00:00,High,"CVE-2023-31287was published
                        forSerenity.Net.Core(NuGet)Apr 27, 2023",https://github.com/advisories/GHSA-2hp9-3xfr-r9w2,2023
Remote code execution in Voyager,2023-04-26 21:30:37+00:00,Critical,"CVE-2020-36070was published
                        fortcg/voyager(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-2x3r-7jgm-gh8x,2023
Access bypass in Drupal core,2023-04-26 21:30:37+00:00,Critical,"CVE-2023-31250was published
                        fordrupal/core(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-8849-cv9f-vccm,2023
Prototype Pollution in vConsole,2023-04-26 21:30:37+00:00,Critical,"CVE-2023-30363was published
                        forvconsole(npm)Apr 26, 2023",https://github.com/advisories/GHSA-f737-3fh6-jf6w,2023
Missing permission check of canView in GridFieldPrintButton,2023-04-26 19:47:07+00:00,Moderate,"CVE-2023-22728was published
                        forsilverstripe/framework(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-jh3w-6jp2-vqqm,2023
Open redirect vulnerability on CMSSecurity relogin screen,2023-04-26 19:46:30+00:00,Moderate,"CVE-2023-22729was published
                        forsilverstripe/framework(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-fw84-xgm8-9jmv,2023
Ironic and ironic-inspector may expose as ConfigMaps,2023-04-26 19:46:00+00:00,Moderate,"CVE-2023-30841was published
                        forgithub.com/metal3-io/baremetal-operator(Go)Apr 26, 2023",https://github.com/advisories/GHSA-9wh7-397j-722m,2023
Hidden fields can be leaked on readable collections in Payload,2023-04-26 19:45:04+00:00,High,"CVE-2023-30843was published
                        forpayload(npm)Apr 26, 2023",https://github.com/advisories/GHSA-35jj-vqcf-f2jf,2023
Hop-by-hop abuse to malform header mutator,2023-04-26 19:44:00+00:00,Low,"GHSA-w9mr-28mw-j8hgwas published
                        forgithub.com/ory/oathkeeper(Go)Apr 26, 2023",https://github.com/advisories/GHSA-w9mr-28mw-j8hg,2023
Cross site scripting (XSS) in wwbn/avideo,2023-04-26 19:42:30+00:00,High,"GHSA-2fch-hv74-fgw9was published
                        forwwbn/avideo(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-2fch-hv74-fgw9,2023
Buffer overflow in sponge queue functions,2023-04-26 17:39:58+00:00,Critical,"CVE-2022-37454was published
                        forpysha3(RubyGems)Apr 26, 2023",https://github.com/advisories/GHSA-6w4m-2xhg-2658,2023
Path traversal vulnerability in the file manager,2023-04-26 16:05:02+00:00,High,"CVE-2023-29200was published
                        forcontao/contao(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-fp7q-xhhw-6rj3,2023
Arbitrary file read via SQL injection,2023-04-26 16:03:45+00:00,High,"CVE-2023-30545was published
                        forprestashop/prestashop(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-8r4m-5p6p-52rp,2023
AWS SDK for Rust will log AWS credentials when TRACE-level logging is enabled for request sending,2023-04-26 16:01:10+00:00,Moderate,"CVE-2023-30610was published
                        foraws-sigv4(Rust)Apr 26, 2023",https://github.com/advisories/GHSA-mjv9-vp6w-3rc9,2023
Cross-site scripting vulnerabilities in old version of bundled TinyMCE,2023-04-26 15:54:44+00:00,Moderate,"GHSA-wqm8-jx8r-8rcqwas published
                        forsilverstripe/admin(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-wqm8-jx8r-8rcq,2023
Lack of domain validation in Druple core,2023-04-26 15:30:21+00:00,Moderate,"CVE-2022-25276was published
                        fordrupal/core(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-4wfq-jc9h-vpcx,2023
Improper input validation in Drupal core,2023-04-26 15:30:21+00:00,High,"CVE-2022-25273was published
                        fordrupal/core(Composer)Apr 26, 2023",https://github.com/advisories/GHSA-g36h-4jr6-qmm9,2023
Access control issues in blackbox_exporter,2023-04-26 00:30:21+00:00,High,"CVE-2023-26735was published
                        forgithub.com/prometheus/blackbox_exporter(Go)Apr 26, 2023",https://github.com/advisories/GHSA-939c-3g97-vpvv,2023
Unpatched extfs vulnerabilities are exploitable through suid-mode Apptainer,2023-04-25 19:48:35+00:00,High,"CVE-2023-30549was published
                        forgithub.com/apptainer/apptainer(Go)Apr 25, 2023",https://github.com/advisories/GHSA-j4rf-7357-f4cg,2023
HTML injection in search results via plaintext message highlighting,2023-04-25 19:48:11+00:00,Moderate,"CVE-2023-30609was published
                        formatrix-react-sdk(npm)Apr 25, 2023",https://github.com/advisories/GHSA-xv83-x443-7rmw,2023
Possible XSS injection through Validate::isCleanHTML method,2023-04-25 19:47:05+00:00,High,"CVE-2023-30838was published
                        forprestashop/prestashop(Composer)Apr 25, 2023",https://github.com/advisories/GHSA-fh7r-996q-gvcp,2023
"SQL filter bypass leading to arbitrary write requests using ""SQL Manager""",2023-04-25 19:45:58+00:00,Critical,"CVE-2023-30839was published
                        forprestashop/prestashop(Composer)Apr 25, 2023",https://github.com/advisories/GHSA-p379-cxqh-q822,2023
Duplicate Advisory: AVideo contains Command injection when embedding a video link,2023-04-25 18:30:23+00:00,Critical,"GHSA-wj6r-53f5-q789was published
                        forwwbn/avideo(Composer)Apr 25, 2023•withdrawn",https://github.com/advisories/GHSA-wj6r-53f5-q789,2023
Cross Site Scripting in CraftCMS,2023-04-25 18:30:23+00:00,Moderate,"CVE-2023-30177was published
                        forcraftcms/cms(Composer)Apr 25, 2023",https://github.com/advisories/GHSA-wv7j-rc2q-9j67,2023
Arbitrary javascript injection in Apache Jena,2023-04-25 09:30:29+00:00,Moderate,"CVE-2023-22665was published
                        fororg.apache.jena:jena(Maven)Apr 25, 2023",https://github.com/advisories/GHSA-xgh5-gwq5-rpx8,2023
Sensitive Terraform Output Values Printed At Info Logging Level In Kitchen-Terraform,2023-04-24 22:44:38+00:00,Low,"CVE-2023-30618was published
                        forkitchen-terraform(RubyGems)Apr 24, 2023",https://github.com/advisories/GHSA-65g2-x53q-cmf6,2023
Unrestricted file upload in kiwi TCMS,2023-04-24 22:44:12+00:00,High,"CVE-2023-30613was published
                        forkiwitcms(pip)Apr 24, 2023",https://github.com/advisories/GHSA-fwcf-753v-fgcj,2023
HTTP Multiline Header Termination,2023-04-24 22:42:39+00:00,High,"CVE-2023-29530was published
                        forlaminas/laminas-diactoros(Composer)Apr 24, 2023",https://github.com/advisories/GHSA-xv3h-4844-9h36,2023
Directory traversal + file write causing arbitrary code execution,2023-04-24 22:39:03+00:00,High,"CVE-2023-30626was published
                        forJellyfin.Controller(NuGet)Apr 24, 2023",https://github.com/advisories/GHSA-9p5f-5x8v-x65m,2023
Rancher Webhook is misconfigured during upgrade process,2023-04-24 22:34:59+00:00,Critical,"CVE-2023-22651was published
                        forgithub.com/rancher/rancher(Go)Apr 24, 2023",https://github.com/advisories/GHSA-6m9f-pj6w-w87g,2023
Incorrect success value returned in vyper,2023-04-24 22:33:52+00:00,High,"CVE-2023-30629was published
                        forvyper(pip)Apr 24, 2023",https://github.com/advisories/GHSA-w9g2-3w7p-72g9,2023
Arbitrary command injection in embano1/wip,2023-04-24 22:32:32+00:00,High,"CVE-2023-30623was published
                        forembano1/wip(GitHub Actions)Apr 24, 2023",https://github.com/advisories/GHSA-rg3q-prf8-qxmp,2023
Access bypass in Drupal Core,2023-04-24 20:30:38+00:00,Moderate,"CVE-2022-25278was published
                        fordrupal/core(Composer)Apr 24, 2023",https://github.com/advisories/GHSA-cfh2-7f6h-3m85,2023
Remote code execution in dawnsparks-node-tesseract,2023-04-24 18:30:31+00:00,Critical,"CVE-2023-29566was published
                        fordawnsparks-node-tesseract(npm)Apr 24, 2023",https://github.com/advisories/GHSA-88qf-5f3v-pm6m,2023
Remote code execution in broccoli-compass,2023-04-24 18:30:31+00:00,Critical,"CVE-2023-27848was published
                        forbroccoli-compass(npm)Apr 24, 2023",https://github.com/advisories/GHSA-wq8f-xmq3-5vq9,2023
Apache superset missing check for default SECRET_KEY,2023-04-24 18:30:30+00:00,High,"CVE-2023-27524was published
                        forapache-superset(pip)Apr 24, 2023",https://github.com/advisories/GHSA-5cx2-vq3h-x52c,2023
Adverserial use of `make_bitflags!` macro can cause undefined behavior,2023-04-24 16:47:24+00:00,Moderate,"GHSA-qvc4-78gw-pv8pwas published
                        forenumflags2(Rust)Apr 24, 2023",https://github.com/advisories/GHSA-qvc4-78gw-pv8p,2023
kiwi TCMS has possibility for user to update email address to unverified one,2023-04-24 16:46:14+00:00,Low,"CVE-2023-30544was published
                        forkiwitcms(pip)Apr 24, 2023",https://github.com/advisories/GHSA-7x6q-3v3m-cwjg,2023
Uncaught Exception in yaml,2023-04-24 15:30:34+00:00,High,"CVE-2023-2251was published
                        foryaml(npm)Apr 24, 2023",https://github.com/advisories/GHSA-f9xv-q969-pqx4,2023
Prototype Pollution in sheetJS,2023-04-24 09:30:19+00:00,High,"CVE-2023-30533was published
                        forxlsx(npm)Apr 24, 2023",https://github.com/advisories/GHSA-4r6h-8v6p-xvw6,2023
Cross-site Scripting in Backdrop CMS,2023-04-24 09:30:19+00:00,Moderate,"CVE-2023-31045was published
                        forbackdrop/backdrop(Composer)Apr 24, 2023",https://github.com/advisories/GHSA-3862-c622-v4fp,2023
Cross-site Scripting in thorsten/phpmyfaq,2023-04-22 18:30:28+00:00,Moderate,"CVE-2023-1875was published
                        forthorsten/phpmyfaq(Composer)Apr 22, 2023",https://github.com/advisories/GHSA-ch5w-2994-6h82,2023
Information exposure in microweber,2023-04-22 18:30:28+00:00,Moderate,"CVE-2023-2239was published
                        formicroweber/microweber(Composer)Apr 22, 2023",https://github.com/advisories/GHSA-h83h-77x2-6w6g,2023
Improper Privilege Management in microweber,2023-04-22 03:30:18+00:00,High,"CVE-2023-2240was published
                        formicroweber/microweber(Composer)Apr 22, 2023",https://github.com/advisories/GHSA-r6xq-xcxc-fghx,2023
Session fixation in fastify-passport,2023-04-21 22:33:30+00:00,High,"CVE-2023-29019was published
                        for@fastify/passport(npm)Apr 21, 2023",https://github.com/advisories/GHSA-4m3m-ppvx-xgw9,2023
CSRF token fixation in fastify-passport,2023-04-21 22:32:47+00:00,Moderate,"CVE-2023-29020was published
                        for@fastify/passport(npm)Apr 21, 2023",https://github.com/advisories/GHSA-2ccf-ffrj-m4qw,2023
PowerJob vulnerable to incorrect access control,2023-04-21 21:30:19+00:00,Critical,"CVE-2023-29924was published
                        fortech.powerjob:powerjob(Maven)Apr 21, 2023",https://github.com/advisories/GHSA-c6mx-3fj9-9j7q,2023
Improper Input Validation in nyholm/psr7,2023-04-21 20:27:30+00:00,Moderate,"GHSA-wjfc-pgfp-pv9cwas published
                        fornyholm/psr7(Composer)Apr 21, 2023",https://github.com/advisories/GHSA-wjfc-pgfp-pv9c,2023
Improper header validation in httpsoft/http-message,2023-04-21 20:27:12+00:00,Moderate,"GHSA-9jxr-mwpp-w643was published
                        forhttpsoft/http-message(Composer)Apr 21, 2023",https://github.com/advisories/GHSA-9jxr-mwpp-w643,2023
sqlparse contains a regular expression that is vulnerable to Regular Expression Denial of Service,2023-04-21 20:24:21+00:00,Moderate,"CVE-2023-30608was published
                        forsqlparse(pip)Apr 21, 2023",https://github.com/advisories/GHSA-rrm6-wvj7-cwh2,2023
A potential risk in clusternet which can be leveraged to make a cluster-level privilege escalation,2023-04-21 19:42:10+00:00,Moderate,"CVE-2023-30622was published
                        forgithub.com/clusternet/clusternet(Go)Apr 21, 2023",https://github.com/advisories/GHSA-833c-xh79-p429,2023
Starlette allows an unauthenticated and remote attacker to specify any number of form fields or files,2023-04-21 18:30:24+00:00,High,"CVE-2023-30798was published
                        forstarlette(pip)Apr 21, 2023",https://github.com/advisories/GHSA-3qj8-93xh-pwh2,2023
Improper Authorization in modoboa,2023-04-21 15:30:18+00:00,Critical,"CVE-2023-2227was published
                        formodoboa(pip)Apr 21, 2023",https://github.com/advisories/GHSA-67mg-gm8m-ph5r,2023
modoboa vulnerable to Cross-Site Request Forgery,2023-04-21 15:30:18+00:00,Moderate,"CVE-2023-2228was published
                        formodoboa(pip)Apr 21, 2023",https://github.com/advisories/GHSA-6pvf-cq4f-hfjp,2023
Shopware vulnerable to cross-site scripting (XSS),2023-04-21 15:30:18+00:00,Moderate,"CVE-2022-48150was published
                        forshopware/shopware(Composer)Apr 21, 2023",https://github.com/advisories/GHSA-mj9r-fpv3-rgfx,2023
sidekiq vulnerable to cross-site scripting,2023-04-21 06:30:19+00:00,High,"CVE-2023-1892was published
                        forsidekiq(RubyGems)Apr 21, 2023",https://github.com/advisories/GHSA-h3r8-h5qw-4r35,2023
RosarioSIS improper access control vulnerability,2023-04-21 03:30:36+00:00,Moderate,"CVE-2023-2202was published
                        forfrancoisjacquet/rosariosis(Composer)Apr 21, 2023",https://github.com/advisories/GHSA-g66v-3v62-g375,2023
XWiki Platform vulnerable to privilege escalation from view right on XWiki.Notifications.Code.LegacyNotificationAdministration,2023-04-20 22:25:42+00:00,Critical,"CVE-2023-29525was published
                        fororg.xwiki.platform:xwiki-platform-distribution-war(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-jgg7-w2rj-58cj,2023
XWiki Platform vulnerable to code injection from account through AWM view sheet,2023-04-20 22:25:02+00:00,Critical,"CVE-2023-29527was published
                        fororg.xwiki.platform:xwiki-platform-appwithinminutes-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-jgrg-qvpp-9vwr,2023
XWiki Platform's async and display macro allow displaying and interacting with any document in restricted mode,2023-04-20 22:24:46+00:00,Critical,"CVE-2023-29526was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-gpq5-7p34-vqx5,2023
XWiki Platform vulnerable to code injection from account through XWiki.SchedulerJobSheet,2023-04-20 22:17:16+00:00,Critical,"CVE-2023-29524was published
                        fororg.xwiki.platform:xwiki-platform-scheduler-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-fc42-5w56-qw7h,2023
XWiki Platform vulnerable to code injection in display method used in user profiles,2023-04-20 22:16:45+00:00,Critical,"CVE-2023-29523was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-x764-ff8r-9hpx,2023
XWiki Platform vulnerable to code injection from view right on XWiki.ClassSheet,2023-04-20 22:15:35+00:00,High,"CVE-2023-29522was published
                        fororg.xwiki.platform:xwiki-platform-xclass-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-mjw9-3f9f-jq2w,2023
XWiki Platform vulnerable to code injection from account/view through VFS Tree macro,2023-04-20 22:06:19+00:00,High,"CVE-2023-29521was published
                        fororg.xwiki.platform:xwiki-platform-vfs-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-p67q-h88v-5jgr,2023
XWiki Platform vulnerable to page render failure due to broken translations,2023-04-20 22:05:26+00:00,Moderate,"CVE-2023-29520was published
                        fororg.xwiki.platform:xwiki-platform-localization-source-wiki(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-9jq5-xwqw-q8j3,2023
org.xwiki.platform:xwiki-platform-attachment-ui vulnerable to Code Injection,2023-04-20 22:04:49+00:00,High,"CVE-2023-29519was published
                        fororg.xwiki.platform:xwiki-platform-attachment-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-3hjg-cghv-22ww,2023
XWiki Platform vulnerable to privilege escalation from view right using Invitation.InvitationCommon,2023-04-20 22:04:00+00:00,High,"CVE-2023-29518was published
                        fororg.xwiki.platform:xwiki-platform-invitation-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-px54-3w5j-qjg9,2023
Exposure of Sensitive Information to an Unauthorized Actor in org.xwiki.platform:xwiki-platform-office-viewer,2023-04-20 22:01:35+00:00,High,"CVE-2023-29517was published
                        fororg.xwiki.platform:xwiki-platform-office-viewer(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-m3c3-9qj7-7xmx,2023
XWiki Platform vulnerable to privilege escalation from view right on XWiki.AttachmentSelector,2023-04-20 22:00:14+00:00,Critical,"CVE-2023-29516was published
                        fororg.xwiki.platform:xwiki-platform-attachment-ui(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-3989-4c6x-725f,2023
XWiki App Within Minutes app grants space admin rights that allows cross-site scripting,2023-04-20 21:58:10+00:00,Moderate,"CVE-2023-29515was published
                        fororg.xwiki.platform:xwiki-platform-appwithinminutes(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-44h9-xxvx-pg6x,2023
XWiki vulnerable to Code Injection in template provider administration,2023-04-20 21:46:57+00:00,Critical,"CVE-2023-29514was published
                        fororg.xwiki.platform.applications:xwiki-application-administration(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-9j36-3cp4-rh4j,2023
xwiki-platform-web-templates allows users to be created even when registration is disabled without validation via template macro,2023-04-20 21:39:56+00:00,Moderate,"CVE-2023-29513was published
                        fororg.xwiki.platform:xwiki-platform-web-templates(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-fp36-mjw5-fmgx,2023
xwiki-platform-web-templates vulnerable to Eval Injection,2023-04-20 21:38:48+00:00,Critical,"CVE-2023-29512was published
                        fororg.xwiki.platform:xwiki-platform-web-templates(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-hg5x-3w3x-7g96,2023
pretalx allows path traversal in HTML export,2023-04-20 21:33:27+00:00,Moderate,"CVE-2023-28458was published
                        forpretalx(pip)Apr 20, 2023",https://github.com/advisories/GHSA-23fx-92m6-4f2g,2023
pretalx vulnerable to path traversal in HTML export,2023-04-20 21:33:27+00:00,Moderate,"CVE-2023-28459was published
                        forpretalx(pip)Apr 20, 2023",https://github.com/advisories/GHSA-wh3w-jcc7-mhmf,2023
Spring Boot Security Bypass with Wildcard Pattern Matching on Cloud Foundry,2023-04-20 21:33:27+00:00,Critical,"CVE-2023-20873was published
                        fororg.springframework.boot:spring-boot-actuator-autoconfigure(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-g5h3-w546-pj7f,2023
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) in Pay,2023-04-20 21:28:48+00:00,High,"CVE-2023-30614was published
                        forpay(RubyGems)Apr 20, 2023",https://github.com/advisories/GHSA-cqf3-vpx7-rxhw,2023
Nunjucks autoescape bypass leads to cross site scripting,2023-04-20 21:19:24+00:00,Moderate,"CVE-2023-2142was published
                        fornunjucks(npm)Apr 20, 2023",https://github.com/advisories/GHSA-x77j-w7wf-fjmw,2023
Bypass of CSRF protection in the presence of predictable userInfo,2023-04-20 21:18:51+00:00,Moderate,"CVE-2023-27495was published
                        for@fastify/csrf-protection(npm)Apr 20, 2023",https://github.com/advisories/GHSA-qrgf-9gpc-vrxw,2023
Cross-site Scripting in org.xwiki.commons:xwiki-commons-xml,2023-04-20 20:55:02+00:00,Critical,"CVE-2023-29528was published
                        fororg.xwiki.commons:xwiki-commons-xml(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-x37v-36wv-6v6h,2023
Path traversal vulnerability in gatsby-plugin-sharp,2023-04-20 19:05:34+00:00,Moderate,"CVE-2023-30548was published
                        forgatsby-plugin-sharp(npm)Apr 20, 2023",https://github.com/advisories/GHSA-h2pm-378c-pcxx,2023
Apache DolphinScheduler's python gateway suffered from improper authentication,2023-04-20 18:30:50+00:00,Moderate,"CVE-2023-25601was published
                        fororg.apache.dolphinscheduler:dolphinscheduler-api(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-3jxw-cv35-2mmv,2023
PowerJob vulnerable to remote code execution,2023-04-20 15:30:27+00:00,Critical,"CVE-2023-29926was published
                        fortech.powerjob:powerjob(Maven)Apr 20, 2023",https://github.com/advisories/GHSA-9mh9-44q3-v79x,2023
GovernorCompatibilityBravo may trim proposal calldata,2023-04-20 14:11:03+00:00,High,"CVE-2023-30542was published
                        for@openzeppelin/contracts(npm)Apr 20, 2023",https://github.com/advisories/GHSA-93hq-5wgc-jc82,2023
eslint-detailed-reporter vulnerable to cross-site scripting,2023-04-20 06:30:17+00:00,Low,"CVE-2022-4942was published
                        foreslint-detailed-reporter(npm)Apr 20, 2023",https://github.com/advisories/GHSA-4xr4-89m5-46c7,2023
AzuraCast/AzuraCast vulnerable to cross-site scripting,2023-04-20 03:30:16+00:00,Low,"CVE-2023-2191was published
                        forazuracast/azuracast(Composer)Apr 20, 2023",https://github.com/advisories/GHSA-q55c-hmpf-6h2g,2023
Strapi plugins vulnerable to Server-Side Template Injection and Remote Code Execution in the Users-Permissions Plugin,2023-04-19 21:41:30+00:00,Critical,"CVE-2023-22621was published
                        for@strapi/plugin-email(npm)Apr 19, 2023",https://github.com/advisories/GHSA-2h87-4q2w-v4hf,2023
Strapi leaking sensitive user information by filtering on private fields,2023-04-19 21:41:26+00:00,High,"CVE-2023-22894was published
                        for@strapi/strapi(npm)Apr 19, 2023",https://github.com/advisories/GHSA-jjqf-j4w7-92w8,2023
PowerJob vulnerable to Incorrect Access Control via the create user/save interface.,2023-04-19 21:30:26+00:00,Moderate,"CVE-2023-29922was published
                        fortech.powerjob:powerjob(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-c23v-vqw5-52c5,2023
Spring Security logout not clearing security context,2023-04-19 21:30:26+00:00,Critical,"CVE-2023-20862was published
                        fororg.springframework.security:spring-security-core(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-x873-6rgc-94jc,2023
Strapi does not verify the access or ID tokens issued during the OAuth flow,2023-04-19 18:33:22+00:00,Moderate,"CVE-2023-22893was published
                        for@strapi/plugin-users-permissions(npm)Apr 19, 2023",https://github.com/advisories/GHSA-583x-23h9-f5w7,2023
Code injection via unescaped translations in xwiki-platform,2023-04-19 18:26:35+00:00,Critical,"CVE-2023-29510was published
                        fororg.xwiki.platform:xwiki-platform-administration-ui(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-4v38-964c-xjmw,2023
Improper header name validation in guzzlehttp/psr7,2023-04-19 18:25:53+00:00,Moderate,"CVE-2023-29197was published
                        forguzzlehttp/psr7(Composer)Apr 19, 2023",https://github.com/advisories/GHSA-wxmh-65f7-jcvw,2023
Debug mode leaks confidential data in Cilium,2023-04-19 18:16:51+00:00,High,"CVE-2023-29002was published
                        forgithub.com/cilium/cilium(Go)Apr 19, 2023",https://github.com/advisories/GHSA-pg5p-wwp8-97g8,2023
OutOfMemoryError for large multipart without filename in Eclipse Jetty,2023-04-19 18:15:45+00:00,Moderate,"CVE-2023-26048was published
                        fororg.eclipse.jetty:jetty-server(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-qw69-rqj8-6qw8,2023
PowerJob vulnerable to Insecure Permissions,2023-04-19 15:30:21+00:00,Moderate,"CVE-2023-29923was published
                        fortech.powerjob:powerjob(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-5c86-gpvc-fp53,2023
PowerJob Incorrect Access Control vulnerability,2023-04-19 12:30:21+00:00,Moderate,"CVE-2023-29921was published
                        fortech.powerjob:powerjob(Maven)Apr 19, 2023",https://github.com/advisories/GHSA-mpvf-6h9g-2hq2,2023
`chainId` may be outdated if user changes chains as part of connection in @web3-react,2023-04-18 22:29:53+00:00,Moderate,"CVE-2023-30543was published
                        for@web3-react/coinbase-wallet(npm)Apr 18, 2023",https://github.com/advisories/GHSA-8pf3-6fgr-3g3g,2023
